Day,Month,Year,Digit1,Digit2,Digit3,Digit4,Digit5,Digit6
8,8,2017,33.11,37.41,27.21,27.27,32.85,17.2
10,8,2017,90.7,24.62,30.61,27.27,20.89,59.03
12,8,2017,78.11,43.24,34.71,29.08,14.29,13.07
14,8,2017,10.32,16.43,35.0,33.54,34.35,88.89
17,8,2017,30.14,36.43,35.0,41.67,35.21,80.62
19,8,2017,34.71,44.06,38.3,33.54,20.89,10.4
22,8,2017,10.32,10.0,27.34,41.67,42.48,80.62
24,8,2017,7.8,17.18,22.22,21.92,21.6,88.89
26,8,2017,22.14,44.06,34.71,39.51,23.12,21.95
29,8,2017,29.68,41.73,22.22,13.74,28.87,88.89
31,8,2017,73.85,44.06,34.71,19.73,41.78,94.67
2,9,2017,95.38,12.05,22.54,39.2,38.97,46.43
5,9,2017,74.44,14.18,11.46,26.83,48.85,39.72
7,9,2017,51.02,44.06,14.5,26.83,49.19,76.54
9,9,2017,16.78,25.47,25.3,34.62,26.88,76.54
12,9,2017,74.44,33.56,27.33,12.06,4.61,21.95
14,9,2017,34.71,47.83,27.27,10.0,4.76,23.24
16,9,2017,30.14,31.08,34.71,37.5,32.85,80.62
19,9,2017,8.54,17.18,35.0,37.5,42.07,32.06
21,9,2017,46.88,45.58,31.58,31.01,42.48,46.43
23,9,2017,68.66,10.0,34.81,32.39,41.78,63.33
26,9,2017,46.88,41.32,20.47,28.57,34.46,10.4
28,9,2017,78.11,36.65,37.27,26.83,34.03,94.67
30,9,2017,74.44,14.18,24.52,6.16,8.07,100.0
3,10,2017,78.11,39.35,35.98,31.01,37.04,100.0
5,10,2017,47.41,35.37,34.81,33.57,42.07,59.03
7,10,2017,47.41,43.24,36.49,19.08,23.12,70.0
10,10,2017,82.44,39.72,27.98,32.32,42.68,32.88
12,10,2017,65.85,45.58,20.47,18.24,9.09,13.7
14,10,2017,95.38,39.84,27.34,18.35,21.6,100.0
17,10,2017,57.53,43.24,30.0,37.5,32.43,44.52
19,10,2017,36.73,43.24,19.59,28.03,38.97,32.88
21,10,2017,29.68,43.15,37.67,12.35,4.76,63.33
24,10,2017,78.11,17.18,36.65,33.57,42.58,59.03
26,10,2017,47.41,29.88,31.97,34.51,42.07,32.88
28,10,2017,74.44,38.1,20.27,10.71,6.47,50.62
31,10,2017,33.33,37.41,36.49,32.39,34.03,94.67
2,11,2017,51.02,30.14,35.0,31.01,42.07,21.95
4,11,2017,78.11,22.56,4.48,19.51,17.79,44.52
7,11,2017,95.38,20.12,38.3,32.39,39.29,80.62
9,11,2017,68.66,14.18,35.06,35.46,17.86,6.54
11,11,2017,36.73,30.14,27.21,39.87,37.97,59.03
14,11,2017,100.0,38.1,38.3,25.77,17.86,7.04
16,11,2017,95.38,14.18,16.33,12.06,19.61,32.06
18,11,2017,90.7,45.58,30.61,13.53,14.29,88.89
21,11,2017,8.24,14.18,35.06,33.54,25.64,32.88
23,11,2017,47.41,29.88,38.3,39.87,22.69,14.5
25,11,2017,36.73,41.78,19.18,35.46,22.22,14.86
28,11,2017,23.31,36.43,34.81,33.57,18.92,88.89
30,11,2017,73.85,43.24,20.47,19.73,9.52,13.87
2,12,2017,82.44,14.18,27.33,13.53,2.7,23.24
5,12,2017,57.53,26.45,33.74,30.66,30.67,70.0
7,12,2017,47.41,36.65,7.93,26.83,36.42,76.54
9,12,2017,29.68,37.41,34.81,39.87,36.0,60.26
12,12,2017,95.38,43.85,38.57,41.67,34.46,23.24
14,12,2017,14.29,35.37,37.27,40.41,41.78,34.19
16,12,2017,90.7,22.56,24.37,32.32,42.68,32.06
18,12,2017,21.77,7.5,4.41,13.74,21.6,100.0
19,12,2017,30.14,25.47,31.97,32.32,39.29,94.67
21,12,2017,49.29,47.83,27.34,40.41,42.48,88.89
23,12,2017,10.14,25.47,34.81,25.0,11.11,94.67
28,12,2017,57.53,36.43,27.21,38.1,20.31,59.03
30,12,2017,78.11,43.24,24.41,28.57,19.64,6.72
2,1,2018,100.0,41.52,27.66,26.43,32.14,94.67
4,1,2018,73.85,41.52,27.86,38.1,34.46,60.26
8,1,2018,49.07,41.32,30.61,19.73,20.89,14.5
9,1,2018,68.66,1.41,8.87,4.93,11.11,100.0
11,1,2018,90.7,47.83,27.86,19.08,38.97,60.26
13,1,2018,95.38,33.56,35.06,36.75,25.64,31.62
16,1,2018,65.85,44.06,24.84,39.5,42.58,39.72
18,1,2018,16.78,16.33,35.0,32.81,21.6,80.62
20,1,2018,23.31,8.86,27.34,20.0,45.39,66.2
23,1,2018,95.38,24.62,30.61,12.35,17.39,14.86
25,1,2018,49.07,29.88,34.81,41.67,42.68,31.62
27,1,2018,73.85,37.41,5.49,21.92,43.87,76.54
30,1,2018,30.14,25.47,36.65,36.75,39.29,94.67
1,2,2018,30.82,17.18,24.84,30.66,21.6,94.67
3,2,2018,100.0,26.87,20.47,10.71,6.45,79.73
6,2,2018,82.44,26.87,16.33,18.24,6.61,34.19
8,2,2018,21.77,47.83,30.0,38.1,17.39,100.0
10,2,2018,74.44,30.14,36.49,34.51,11.11,94.67
13,2,2018,90.7,38.1,35.98,39.5,49.19,31.62
15,2,2018,73.85,43.24,38.3,40,43.87,60.26
17,2,2018,73.85,43.24,34.21,29.08,23.12,50.62
20,2,2018,33.11,47.83,27.98,37.5,42.48,39.24
22,2,2018,65.85,14.18,33.74,21.77,45.39,63.33
24,2,2018,57.53,16.43,34.81,33.78,42.68,70.0
27,2,2018,1.27,7.05,11.46,2.5,17.5,94.67
1,3,2018,65.85,41.73,22.54,21.92,39.29,60.26
3,3,2018,95.38,41.52,16.22,20.0,30.67,70.0
6,3,2018,49.29,26.45,33.74,28.57,42.48,39.24
8,3,2018,30.14,10.94,27.98,32.32,42.68,94.67
10,3,2018,51.02,36.65,35.46,33.59,36.42,66.2
13,3,2018,33.33,35.37,35.46,32.32,43.87,76.54
15,3,2018,95.38,39.84,20.27,13.01,17.79,23.24
17,3,2018,74.44,31.08,27.98,1.23,11.11,100.0
20,3,2018,65.85,41.78,27.21,38.1,14.29,3.16
22,3,2018,30.82,41.73,27.27,19.08,8.07,32.88
24,3,2018,95.38,37.41,35.46,33.78,42.68,63.33
27,3,2018,57.53,45.58,36.49,30.66,48.85,70.0
29,3,2018,51.02,36.65,34.71,18.24,19.64,7.05
31,3,2018,100.0,20.12,3.01,0.61,17.79,50.62
3,4,2018,13.85,17.18,36.65,36.75,38.97,100.0
5,4,2018,74.44,30.08,23.12,30.66,48.85,46.43
7,4,2018,90.7,41.78,36.65,37.5,30.67,70.0
10,4,2018,23.31,31.08,35.0,26.83,41.78,60.26
12,4,2018,68.66,36.43,38.3,19.51,17.39,4.32
14,4,2018,100.0,33.56,37.67,26.43,34.46,59.03
17,4,2018,49.29,41.73,37.27,39.51,41.78,32.06
19,4,2018,73.85,43.24,21.92,26.43,32.43,59.03
21,4,2018,51.02,16.33,5.49,21.92,37.04,76.54
24,4,2018,16.44,22.08,38.57,34.64,37.97,60.26
26,4,2018,3.57,5.95,14.5,28.03,42.48,31.62
28,4,2018,95.38,47.83,35.06,35.46,42.58,79.73
30,4,2018,78.11,33.56,27.66,33.54,36.0,39.24
3,5,2018,65.85,41.52,37.67,25.47,39.29,60.26
5,5,2018,78.11,14.18,20.47,40.41,37.04,63.33
8,5,2018,33.11,41.32,35.06,34.51,34.46,39.24
10,5,2018,5.84,2.03,2.38,11.11,30.67,66.2
12,5,2018,16.78,12.05,27.34,34.62,34.35,44.52
15,5,2018,90.7,33.56,35.98,41.67,42.07,31.62
17,5,2018,36.73,35.37,38.3,20.0,37.04,59.03
19,5,2018,7.8,9.15,23.12,34.62,42.58,63.33
22,5,2018,49.29,39.84,20.47,19.08,32.43,32.88
24,5,2018,100.0,30.08,37.67,33.78,26.88,79.73
26,5,2018,30.82,30.08,34.71,37.5,35.21,100.0
29,5,2018,33.33,36.43,35.46,36.75,42.68,70.0
31,5,2018,65.85,4.23,14.5,28.03,35.21,80.62
4,6,2018,2.45,7.05,11.46,20.0,39.29,88.89
5,6,2018,78.11,33.56,10.2,6.45,38.97,39.24
7,6,2018,11.56,25.47,36.65,33.59,42.48,39.72
9,6,2018,46.88,38.24,35.06,39.87,32.14,80.62
12,6,2018,100.0,14.18,37.67,19.73,14.29,7.03
14,6,2018,73.85,31.58,24.84,32.32,37.04,63.33
16,6,2018,95.38,29.27,11.8,6.16,17.39,15.85
19,6,2018,100.0,22.56,27.33,29.08,42.68,39.24
21,6,2018,78.11,38.1,34.21,35.46,34.46,14.86
23,6,2018,82.44,43.24,27.27,37.5,42.48,20.16
26,6,2018,95.38,20.12,34.21,25.47,19.61,80.62
28,6,2018,22.14,26.45,23.12,13.48,30.67,94.67
30,6,2018,65.85,39.84,24.41,12.35,17.79,4.32
3,7,2018,22.14,35.37,35.98,27.27,42.68,32.88
5,7,2018,51.02,41.52,31.58,27.27,32.14,70.0
7,7,2018,90.7,9.15,23.12,33.59,39.29,50.62
10,7,2018,23.31,22.08,27.34,39.2,32.85,63.33
12,7,2018,90.7,39.84,19.83,9.52,42.58,94.67
14,7,2018,95.38,29.27,6.67,4.09,1.5,46.43
17,7,2018,13.85,31.08,38.57,39.2,41.78,39.72
19,7,2018,51.02,29.88,36.65,25.0,45.39,46.43
21,7,2018,30.14,26.45,35.98,34.62,28.08,13.07
24,7,2018,74.44,44.06,34.21,38.1,41.78,50.62
26,7,2018,29.68,26.45,24.37,21.92,34.03,66.2
28,7,2018,57.53,41.52,36.65,34.64,42.68,39.24
31,7,2018,22.83,38.24,25.3,39.5,32.14,76.54
2,8,2018,73.85,20.12,35.06,26.43,42.07,34.19
4,8,2018,22.83,25.47,24.37,34.62,34.35,66.2
7,8,2018,51.02,41.32,24.52,8.66,23.12,17.2
9,8,2018,16.44,38.24,35.0,39.51,48.85,100.0
11,8,2018,47.41,4.23,4.58,11.11,36.42,66.2
14,8,2018,29.68,16.33,33.74,34.51,42.48,70.0
16,8,2018,95.38,33.56,10.0,6.45,1.37,7.03
18,8,2018,74.44,14.18,31.58,28.03,49.19,63.33
21,8,2018,95.38,45.58,30.0,25.47,19.61,50.62
23,8,2018,47.41,41.73,34.71,16.77,8.51,59.03
25,8,2018,2.84,16.43,22.22,26.83,35.21,63.33
28,8,2018,100.0,39.72,37.27,38.1,48.85,94.67
30,8,2018,36.73,36.43,27.27,37.5,32.85,23.24
1,9,2018,100.0,16.03,20.47,8.66,23.12,21.95
4,9,2018,34.71,47.83,36.65,39.87,49.19,70.0
6,9,2018,95.38,41.73,38.3,41.67,45.39,79.73
8,9,2018,74.44,47.83,34.71,25.47,28.08,80.62
11,9,2018,0.68,7.14,20.44,32.32,38.97,66.2
13,9,2018,36.73,41.73,27.27,36.75,30.99,39.72
15,9,2018,90.7,39.72,38.3,33.57,28.87,79.73
18,9,2018,95.38,37.41,37.67,35.46,17.39,8.75
20,9,2018,49.07,41.32,25.64,34.64,41.78,34.19
22,9,2018,49.29,45.58,27.27,25.77,36.42,76.54
25,9,2018,33.11,37.41,22.54,33.59,49.19,94.67
27,9,2018,29.68,31.58,35.0,34.62,42.07,46.43
29,9,2018,10.32,11.11,2.38,6.94,30.67,79.73
2,10,2018,90.7,22.56,19.83,33.54,34.35,60.26
4,10,2018,49.07,43.85,2.74,11.11,17.5,100.0
6,10,2018,23.31,36.43,27.21,18.35,39.29,44.52
9,10,2018,57.53,26.45,25.3,39.5,39.29,76.54
11,10,2018,30.82,41.73,37.27,32.81,32.43,21.95
13,10,2018,47.41,26.45,37.27,28.57,23.12,13.7
16,10,2018,68.66,39.84,27.33,32.81,42.07,32.88
18,10,2018,36.73,41.73,27.34,13.74,34.03,88.89
20,10,2018,82.44,14.18,31.58,19.51,5.33,100.0
23,10,2018,78.11,43.85,25.3,34.62,34.35,63.33
25,10,2018,57.53,39.35,30.61,12.06,4.2,94.67
27,10,2018,90.7,14.18,36.49,39.87,28.08,59.03
30,10,2018,8.54,14.18,31.97,40.41,42.48,32.88
3,11,2018,22.83,31.08,38.3,11.11,17.5,79.73
5,11,2018,68.66,26.45,37.27,29.08,20.89,7.03
6,11,2018,82.44,45.58,30.61,35.46,19.61,66.2
8,11,2018,51.02,36.65,21.92,13.53,17.79,13.7
10,11,2018,65.85,36.65,21.92,28.57,20.31,66.2
13,11,2018,74.44,36.65,19.18,13.01,17.86,7.03
15,11,2018,78.11,14.18,40.0,19.01,40,17.2
17,11,2018,90.7,24.62,35.98,39.5,22.22,60.26
20,11,2018,90.7,29.27,31.97,31.01,32.14,70.0
22,11,2018,49.07,37.41,27.86,16.77,25.64,32.06
24,11,2018,13.85,29.88,20.44,26.83,39.29,59.03
27,11,2018,78.11,14.18,11.8,10.0,2.74,94.67
29,11,2018,78.11,43.15,31.58,19.01,32.43,39.72
1,12,2018,74.44,45.58,27.21,39.51,34.03,66.2
4,12,2018,78.11,30.14,34.21,33.54,38.97,44.52
6,12,2018,57.53,43.85,38.57,25.77,17.39,6.63
10,12,2018,74.44,31.58,27.98,13.74,18.92,88.89
11,12,2018,78.11,43.24,34.71,19.51,17.39,100.0
13,12,2018,74.44,29.27,10.0,6.45,2.31,0.65
15,12,2018,73.85,41.73,34.71,35.46,17.39,50.62
18,12,2018,3.11,7.14,5.49,32.39,49.19,80.62
20,12,2018,51.02,12.05,19.59,25.0,45.39,94.67
22,12,2018,82.44,14.18,16.33,39.87,34.35,88.89
24,12,2018,49.29,41.52,34.71,35.46,39.29,79.73
27,12,2018,12.4,16.33,38.57,36.75,43.87,60.26
29,12,2018,21.77,31.58,35.0,36.75,32.43,31.62
3,1,2019,100.0,31.08,27.98,34.62,34.35,20.16
5,1,2019,5.0,5.95,23.12,26.83,45.39,94.67
7,1,2019,90.7,26.87,27.86,25.77,23.12,8.11
8,1,2019,22.83,26.45,35.98,39.51,30.99,79.73
10,1,2019,95.38,25.47,11.46,13.48,17.5,79.73
12,1,2019,36.73,35.37,34.71,33.78,48.85,88.89
15,1,2019,68.66,16.33,24.84,34.62,30.99,79.73
17,1,2019,29.68,39.72,27.21,18.24,32.85,94.67
19,1,2019,100.0,36.65,33.74,31.01,36.0,59.03
22,1,2019,90.7,43.15,1.23,2.65,26.88,88.89
24,1,2019,90.7,41.52,38.3,36.75,36.0,60.26
26,1,2019,33.11,41.52,16.22,21.92,43.87,60.26
29,1,2019,78.11,38.1,27.27,32.32,18.92,100.0
31,1,2019,82.44,39.35,13.01,30.66,42.07,70.0
2,2,2019,9.21,17.73,27.98,6.94,17.5,88.89
5,2,2019,51.02,39.35,38.3,28.57,20.31,80.62
7,2,2019,65.85,39.72,31.58,36.75,22.22,39.72
9,2,2019,73.85,39.72,31.97,41.67,32.85,100.0
12,2,2019,47.41,36.43,14.5,32.39,28.87,100.0
14,2,2019,82.44,43.85,36.65,13.48,43.87,70.0
16,2,2019,57.53,43.24,35.46,40.41,32.14,59.03
19,2,2019,49.07,45.58,34.71,30.66,42.48,20.16
21,2,2019,51.02,45.58,31.97,40.41,18.92,100.0
23,2,2019,73.85,30.14,36.65,39.2,42.68,88.89
26,2,2019,46.88,47.83,31.58,41.67,42.68,39.24
28,2,2019,95.38,38.1,27.34,37.5,37.04,76.54
2,3,2019,33.33,26.45,34.21,29.08,42.68,23.24
5,3,2019,90.7,20.12,16.33,19.01,25.64,60.26
7,3,2019,68.66,17.73,24.84,33.78,34.03,66.2
9,3,2019,65.85,36.65,24.84,21.77,43.87,80.62
12,3,2019,46.88,31.58,19.59,28.03,42.48,88.89
14,3,2019,23.31,36.43,35.46,30.66,43.87,80.62
16,3,2019,1.81,7.14,20.44,11.9,18.92,88.89
19,3,2019,49.29,36.65,35.98,38.1,25.64,76.54
21,3,2019,23.31,38.24,27.98,40.41,35.21,100.0
23,3,2019,29.68,38.24,31.97,30.66,26.88,100.0
26,3,2019,47.41,30.08,33.74,33.54,19.64,66.2
28,3,2019,2.04,4.2,19.59,26.83,26.88,100.0
30,3,2019,100.0,33.56,21.92,10.71,17.39,8.75
2,4,2019,33.33,47.83,30.0,12.35,4.61,10.4
4,4,2019,74.44,44.06,35.98,36.75,42.68,20.16
6,4,2019,5.84,11.11,0.62,1.35,11.11,94.67
9,4,2019,100.0,39.84,27.86,19.73,4.61,15.85
11,4,2019,73.85,33.56,27.98,39.2,21.6,88.89
13,4,2019,36.73,43.15,30.0,29.08,19.61,46.43
16,4,2019,49.07,7.5,19.59,33.78,36.42,100.0
18,4,2019,74.44,33.56,35.0,33.54,48.85,94.67
20,4,2019,73.85,41.32,1.42,1.35,11.11,94.67
23,4,2019,33.33,41.78,34.71,39.87,32.85,50.62
27,4,2019,78.11,43.24,19.83,35.46,34.35,31.62
29,4,2019,68.66,43.15,16.43,32.32,35.21,34.19
30,4,2019,46.88,44.06,37.67,39.87,23.12,32.88
2,5,2019,100.0,36.43,22.54,18.35,36.42,70.0
4,5,2019,82.44,36.65,35.06,41.67,45.39,76.54
7,5,2019,73.85,26.87,24.52,36.75,42.68,100.0
9,5,2019,90.7,43.24,27.66,19.51,22.22,60.26
11,5,2019,65.85,41.78,36.65,33.78,42.07,44.52
14,5,2019,9.21,4.11,7.75,18.35,5.33,100.0
16,5,2019,51.02,47.83,34.21,34.64,37.97,76.54
18,5,2019,16.44,35.37,38.57,34.51,32.43,15.85
21,5,2019,30.82,29.88,1.42,2.65,28.87,79.73
23,5,2019,95.38,26.87,11.8,12.35,41.78,50.62
25,5,2019,11.56,9.15,24.37,40.41,42.68,21.95
28,5,2019,68.66,43.85,27.21,33.78,28.87,94.67
30,5,2019,36.73,35.37,13.01,32.32,35.21,32.06
1,6,2019,33.11,41.52,30.61,28.57,20.89,32.88
4,6,2019,49.07,12.05,20.44,11.11,21.6,80.62
6,6,2019,95.38,36.65,36.65,39.51,43.87,50.62
8,6,2019,49.07,45.58,22.22,33.59,42.68,32.88
11,6,2019,36.73,47.83,34.71,28.57,20.89,8.11
13,6,2019,51.02,43.15,24.41,12.06,6.47,46.43
15,6,2019,82.44,41.73,31.97,33.54,42.58,60.26
18,6,2019,46.88,41.73,20.44,34.64,42.68,63.33
20,6,2019,14.29,39.72,36.49,35.46,42.07,39.72
22,6,2019,10.14,25.47,35.06,32.39,49.19,34.19
25,6,2019,47.41,16.33,16.43,33.78,37.97,76.54
27,6,2019,11.56,26.45,34.21,32.81,42.68,60.26
29,6,2019,78.11,43.15,27.21,25.77,36.0,63.33
2,7,2019,46.88,41.32,34.21,31.01,32.85,13.07
4,7,2019,7.8,17.73,22.54,33.59,34.03,80.62
6,7,2019,78.11,14.18,19.18,9.32,4.2,14.86
9,7,2019,100.0,41.78,27.66,39.51,28.08,34.19
11,7,2019,49.07,39.72,34.71,31.01,42.68,66.2
13,7,2019,90.7,39.84,11.8,19.01,7.09,100.0
16,7,2019,13.85,8.7,34.81,39.2,42.48,100.0
18,7,2019,49.29,43.15,34.21,29.08,19.61,21.95
20,7,2019,95.38,41.73,27.27,39.87,37.04,66.2
23,7,2019,34.71,38.24,38.3,37.5,42.58,50.62
25,7,2019,74.44,41.78,27.86,19.01,23.12,23.24
27,7,2019,46.88,35.37,38.3,33.57,43.87,59.03
30,7,2019,78.11,26.87,16.33,35.46,28.87,79.73
1,8,2019,30.82,43.85,34.21,41.67,36.42,70.0
3,8,2019,78.11,45.58,24.52,13.53,4.76,17.2
6,8,2019,30.82,43.15,31.58,38.1,17.86,32.88
8,8,2019,78.11,33.56,30.61,30.66,42.68,94.67
10,8,2019,57.53,36.65,35.46,34.51,42.68,59.03
13,8,2019,74.44,38.24,35.06,40.41,37.97,39.72
17,8,2019,68.66,39.84,37.67,19.08,8.07,3.57
19,8,2019,33.11,36.43,22.54,28.03,42.48,31.62
20,8,2019,30.82,31.08,38.3,27.27,37.04,88.89
22,8,2019,100.0,14.18,30.61,35.46,42.07,13.07
24,8,2019,30.82,26.45,38.3,35.46,32.85,80.62
27,8,2019,82.44,36.65,38.3,19.08,17.39,32.06
29,8,2019,29.68,31.58,33.74,39.5,26.88,66.2
31,8,2019,16.44,31.08,27.98,40.41,36.0,39.24
3,9,2019,34.71,44.06,37.27,33.78,28.08,39.72
5,9,2019,74.44,39.72,37.67,16.77,19.64,4.32
7,9,2019,65.85,44.06,31.97,28.03,49.19,66.2
10,9,2019,49.07,45.58,24.52,36.75,20.31,70.0
12,9,2019,49.29,43.24,21.92,33.78,34.03,88.89
14,9,2019,100.0,22.56,7.53,29.08,19.64,13.7
17,9,2019,65.85,41.32,27.66,38.1,36.0,50.62
19,9,2019,8.54,10.94,24.37,34.62,42.07,39.72
21,9,2019,16.44,26.45,38.57,33.54,20.31,7.05
24,9,2019,74.44,17.18,23.12,39.2,30.67,94.67
26,9,2019,33.11,41.78,35.46,26.43,26.88,100.0
28,9,2019,9.21,12.05,11.46,18.35,39.29,60.26
1,10,2019,51.02,4.11,20.44,13.74,28.87,94.67
3,10,2019,82.44,24.62,37.67,18.24,17.86,59.03
5,10,2019,30.82,29.88,27.98,33.78,42.68,32.88
8,10,2019,14.29,31.08,36.65,21.77,37.04,79.73
10,10,2019,65.85,14.18,27.27,35.46,42.07,39.24
12,10,2019,73.85,35.37,38.3,25.77,37.04,100.0
15,10,2019,73.85,29.88,33.74,39.51,28.08,15.85
17,10,2019,57.53,44.06,27.21,37.5,42.07,32.88
19,10,2019,49.07,43.85,4.43,13.48,39.29,50.62
22,10,2019,65.85,36.43,38.3,11.9,37.04,63.33
24,10,2019,34.71,9.15,24.37,34.51,36.42,79.73
26,10,2019,68.66,14.18,12.5,5.19,19.61,70.0
29,10,2019,29.68,38.24,36.65,33.57,42.48,21.95
31,10,2019,10.14,22.08,24.37,39.2,42.07,59.03
2,11,2019,57.53,41.52,30.0,26.83,43.87,59.03
5,11,2019,8.24,7.05,14.5,32.32,18.92,100.0
7,11,2019,82.44,29.27,34.21,31.01,17.47,46.43
9,11,2019,100.0,39.35,31.97,39.87,30.67,88.89
12,11,2019,47.41,36.65,24.84,37.5,32.14,32.06
14,11,2019,11.56,5.95,22.54,21.92,45.39,63.33
16,11,2019,74.44,44.06,37.67,33.78,42.07,80.62
19,11,2019,33.33,39.72,25.64,20.0,39.29,60.26
21,11,2019,22.83,44.06,36.49,32.81,30.99,10.4
23,11,2019,49.29,44.06,27.98,33.57,41.78,50.62
26,11,2019,29.68,43.15,36.49,30.66,45.39,50.62
28,11,2019,74.44,45.58,20.27,32.81,19.64,34.19
30,11,2019,95.38,39.35,36.65,41.67,42.68,46.43
3,12,2019,82.44,24.62,4.48,6.16,20.89,70.0
5,12,2019,36.73,47.83,27.98,40.41,34.35,34.19
7,12,2019,51.02,39.35,38.57,34.64,39.29,59.03
10,12,2019,51.02,31.58,38.3,35.46,34.46,60.26
12,12,2019,51.02,47.83,37.27,31.01,19.61,31.62
14,12,2019,68.66,33.56,31.97,41.67,36.0,70.0
17,12,2019,82.44,26.87,34.21,26.43,17.5,88.89
19,12,2019,90.7,14.18,27.33,38.1,42.58,59.03
21,12,2019,65.85,36.43,34.71,32.81,42.68,100.0
23,12,2019,33.11,43.85,33.74,34.62,18.92,94.67
24,12,2019,3.57,8.86,23.12,34.64,36.42,100.0
28,12,2019,90.7,26.87,16.33,10.71,7.09,15.85
31,12,2019,90.7,38.24,34.71,38.1,32.43,59.03
2,1,2020,73.85,17.18,20.44,33.59,43.87,76.54
4,1,2020,22.83,43.85,34.21,26.43,30.99,59.03
7,1,2020,95.38,41.73,11.2,28.03,41.78,44.52
9,1,2020,73.85,14.18,22.22,37.5,42.68,44.52
11,1,2020,10.32,26.45,35.98,30.66,41.78,63.33
14,1,2020,100.0,20.12,4.27,12.35,42.68,76.54
16,1,2020,30.14,44.06,27.34,39.5,41.78,70.0
18,1,2020,17.73,36.43,34.71,32.81,37.04,79.73
21,1,2020,78.11,38.24,35.0,39.5,49.19,39.24
23,1,2020,49.07,41.78,24.41,32.39,41.78,63.33
25,1,2020,51.02,45.58,20.27,18.24,42.68,100.0
28,1,2020,36.73,39.35,27.21,32.81,30.99,94.67
30,1,2020,68.66,10.0,24.37,33.78,39.29,66.2
1,2,2020,30.14,47.83,33.74,28.57,20.89,88.89
4,2,2020,29.68,44.06,38.3,33.59,41.78,50.62
6,2,2020,90.7,41.78,27.27,36.75,42.07,60.26
8,2,2020,49.07,38.24,22.22,34.62,32.14,76.54
11,2,2020,36.73,37.41,33.74,26.83,41.78,63.33
13,2,2020,82.44,36.65,31.97,32.39,42.58,66.2
15,2,2020,46.88,39.72,38.3,37.5,42.07,80.62
18,2,2020,17.73,17.18,19.59,32.39,41.78,60.26
20,2,2020,30.82,26.45,23.12,32.39,34.03,76.54
22,2,2020,100.0,36.43,22.54,33.78,36.0,21.95
25,2,2020,57.53,36.65,24.41,39.51,48.85,34.19
27,2,2020,33.11,9.15,11.2,25.0,37.97,50.62
29,2,2020,65.85,31.08,38.57,32.81,48.85,44.52
3,3,2020,73.85,38.1,20.47,12.06,6.61,14.5
5,3,2020,46.88,14.18,34.81,34.64,35.21,76.54
7,3,2020,51.02,39.84,37.67,27.27,21.6,79.73
10,3,2020,68.66,31.08,35.06,38.1,30.99,59.03
12,3,2020,33.33,43.15,35.06,28.57,25.64,80.62
14,3,2020,100.0,39.84,19.83,33.54,42.68,39.24
17,3,2020,33.11,44.06,30.0,36.75,32.85,15.85
19,3,2020,74.44,38.1,20.27,10.71,4.2,7.03
21,3,2020,73.85,39.84,35.98,25.47,19.64,13.7
5,5,2020,3.11,16.33,19.59,13.74,26.88,80.62
7,5,2020,30.14,31.08,33.74,41.67,30.99,39.24
9,5,2020,10.32,17.18,13.01,28.03,49.19,44.52
12,5,2020,29.68,29.88,23.12,39.2,42.07,76.54
14,5,2020,49.29,43.24,21.92,39.51,32.14,59.03
16,5,2020,95.38,22.56,4.41,10.97,28.87,79.73
19,5,2020,17.73,22.08,24.84,33.78,42.68,76.54
21,5,2020,90.7,39.35,38.57,32.39,48.85,63.33
23,5,2020,73.85,36.65,16.43,18.35,36.42,80.62
26,5,2020,57.53,41.73,31.58,28.57,42.68,34.19
28,5,2020,36.73,44.06,37.67,13.74,45.39,60.26
30,5,2020,90.7,30.08,35.0,41.67,49.19,34.19
1,6,2020,65.85,36.43,25.3,32.32,45.39,63.33
4,6,2020,73.85,45.58,24.41,10.0,8.51,31.62
6,6,2020,82.44,39.35,34.21,25.77,20.31,50.62
9,6,2020,68.66,14.18,30.0,33.78,38.97,79.73
11,6,2020,100.0,22.56,24.41,33.54,42.68,23.24
13,6,2020,30.82,17.73,24.37,34.51,32.43,32.06
16,6,2020,100.0,38.1,37.27,40.41,42.68,34.19
18,6,2020,82.44,20.12,11.8,18.24,42.48,32.06
20,6,2020,36.73,44.06,37.27,37.5,32.85,80.62
23,6,2020,7.8,16.43,27.98,40.41,42.68,23.24
25,6,2020,47.41,31.08,35.06,39.87,28.87,76.54
27,6,2020,46.88,35.37,36.49,39.2,43.87,63.33
30,6,2020,78.11,22.56,22.54,33.57,37.04,94.67
2,7,2020,49.29,35.37,35.46,34.62,43.87,50.62
4,7,2020,11.56,29.88,35.0,40.41,42.07,32.06
7,7,2020,36.73,37.41,27.27,39.5,48.85,88.89
9,7,2020,100.0,33.56,27.66,29.08,34.35,88.89
11,7,2020,78.11,33.56,20.47,4.11,8.51,13.07
14,7,2020,33.11,31.08,8.87,25.0,42.58,60.26
16,7,2020,10.14,25.47,38.3,33.59,42.48,39.24
18,7,2020,34.71,35.37,25.3,13.48,34.03,66.2
21,7,2020,82.44,26.45,35.0,39.51,23.12,14.86
23,7,2020,57.53,44.06,34.21,36.75,25.64,7.04
25,7,2020,34.71,43.85,35.46,21.77,43.87,59.03
28,7,2020,22.83,17.18,25.3,25.0,34.03,60.26
30,7,2020,82.44,36.65,20.47,12.06,2.86,8.75
1,8,2020,82.44,14.18,20.27,4.13,2.13,3.07
